brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
BMW,i7,2023,Performance,121734.94,72.7,249,163.8,2.68,200,1000,931,RWD,7,Coupe,30.3,1630,5,2,Germany,Luxury,71997,3.55,6
Tesla,Model S,2025,Base,41533.41,81.1,287,248.5,6.67,145,266,200,RWD,5,Hatchback,25.3,1673,4,2,US,Mid-range,205263,3.88,5
Tesla,Cybertruck,2022,Base,33281.6,82.5,281,345.8,5.04,175,229,216,AWD,5,Truck,66.8,2657,5,2,US,Budget,223257,3.91,6
Tesla,Model S,2025,Premium,131664.51,56.1,197,248.7,5.97,167,995,876,RWD,5,SUV,64,2096,5,2,US,Luxury,124407,3.58,4
Tesla,Model 3,2026,Long Range,146733.12,98.1,336,258.2,5.28,173,1000,925,RWD,5,Truck,79.4,2940,5,2,US,Luxury,162803,4.05,5
BMW,i3,2024,Standard,108424.86,43.9,164,140.1,7.1,143,881,812,FWD,5,SUV,59,1704,5,2,Germany,Luxury,72604,3.14,6
Tesla,Model X,2024,Premium,157561.98,49.5,189,302.5,7.4,134,1000,867,AWD,5,SUV,42.4,1670,4,3,US,Luxury,163095,3.57,4
Tesla,Model 3,2024,Performance,109834.54,79.9,262,311.6,3.69,195,750,704,AWD,7,Hatchback,25.5,1590,3,2,US,Luxury,219324,3.91,5
Kia,EV9,2025,Base,31082.43,50.7,177,128.8,6.48,143,191,200,FWD,5,SUV,61.8,2151,5,1,South Korea,Budget,76695,3.1,3
BYD,Seagull,2025,Premium,111062.23,40.6,162,68.8,7.45,136,1000,922,AWD,5,Truck,55.5,2095,4,1,China,Luxury,149002,3.28,5
Ford,Explorer EV,2025,Premium,56654.61,62.9,233,86.6,6.93,156,574,508,FWD,5,Van,73.1,1533,5,1,US,Mid-range,41791,3.47,3
BYD,Qin,2023,Long Range,82830.36,90.4,294,100.7,4.88,175,902,753,FWD,7,Van,66.7,1756,5,1,China,Premium,213531,3.84,3
Tesla,Model S,2023,Performance,170972.65,105.1,373,286,3.44,200,1000,935,RWD,7,Van,62,1500,3,2,US,Luxury,177006,3.89,4
Tesla,Model Y,2024,Long Range,158710.22,93.6,300,349.6,4.55,182,1000,900,FWD,5,Van,74.2,1503,5,2,US,Luxury,416641,3.68,5
GM/Chevrolet,Equinox EV,2024,Long Range,58896.05,104.7,389,101.3,4.57,184,752,710,FWD,7,SUV,65,1846,4,2,US,Mid-range,16859,3.94,5
Mercedes,EQG,2024,Long Range,113572.04,85.7,286,129.9,5.52,177,660,563,FWD,5,Van,76.4,1776,4,2,Germany,Luxury,73690,3.79,7
Tesla,Model Y,2024,Premium,168092.71,81.2,269,254.7,7.94,124,1000,891,RWD,5,Coupe,22.6,1659,3,3,US,Luxury,434155,3.8,6
Hyundai,Ioniq,2020,Performance,74306.48,85.9,286,175.1,3.09,200,962,889,AWD,7,Truck,68.4,2759,5,1,South Korea,Premium,113130,3.67,4
Tesla,Model X,2025,Performance,99111.24,103.7,345,330.8,4.34,182,750,689,RWD,7,Truck,60.8,2442,5,3,US,Premium,160176,4.04,5
BYD,Yuan Plus,2026,Long Range,32377.24,104,378,82.5,4.11,184,309,238,RWD,5,Coupe,21.4,1701,4,1,China,Budget,164156,3.81,3
Porsche,Macan Electric,2021,Standard,163150.52,73.9,281,216.8,7.11,137,828,758,AWD,5,Van,61.1,1678,5,1,Germany,Luxury,2340,4.03,6
Tesla,Cybertruck,2023,Premium,172193.15,58.2,181,222.8,6.94,147,1000,859,RWD,5,Truck,69.4,2679,5,2,US,Luxury,199763,3.42,5
Hyundai,Kona Electric,2025,Base,46056.18,74.8,259,101.6,6.39,153,458,417,FWD,7,Sedan,18.7,1504,5,1,South Korea,Mid-range,143815,3.55,5
Kia,Picanto EV,2025,Performance,88002.42,95.9,334,206.4,2.6,200,1000,908,RWD,5,SUV,54.2,1841,5,1,South Korea,Premium,60132,3.63,4
GM/Chevrolet,Equinox EV,2025,Base,57562.96,48,172,143,6.33,154,716,637,AWD,5,SUV,46.1,2246,5,1,US,Mid-range,18527,3.44,5
Kia,EV6,2021,Premium,91322.04,65.9,229,67.7,6.42,156,1000,818,RWD,7,SUV,52.4,2083,4,1,South Korea,Premium,103135,3.43,3
Tesla,Model 3,2025,Standard,39764.73,62.8,218,293.1,7.52,135,254,280,RWD,5,Truck,58.1,2486,5,3,US,Mid-range,177083,3.7,6
BYD,Dolphin,2025,Long Range,23723.54,84.2,308,134.1,4.21,185,177,200,RWD,7,Truck,57.3,2484,4,1,China,Budget,224275,3.65,4
Hyundai,Ioniq 5,2023,Premium,42532.36,70.1,253,92.1,5.87,167,351,261,RWD,7,Hatchback,21,1500,5,1,South Korea,Mid-range,118099,3.33,4
Tesla,Model S,2023,Base,29555.66,54.9,182,213.2,5.79,163,150,200,AWD,5,Truck,71.3,2661,4,2,US,Budget,119019,3.56,5
BYD,Yuan Plus,2023,Premium,62695.67,55.1,191,126,7.14,143,677,604,RWD,5,Truck,66.6,2371,3,1,China,Mid-range,249959,3.49,4
Tesla,Model Y,2025,Long Range,71009.25,81,305,251.1,5.81,162,446,472,RWD,5,Van,74.4,1500,4,2,US,Premium,465765,3.91,4
Tesla,Model S,2023,Long Range,41849.58,96.1,319,282.3,5.76,174,272,317,FWD,7,Van,65.5,1500,5,3,US,Mid-range,211387,4,4
Volkswagen,ID.5,2025,Base,36800.16,48.1,169,115.5,6.37,152,222,200,RWD,5,SUV,49,2050,5,1,Germany,Mid-range,290748,3.43,3
Tesla,Model Y,2024,Premium,166324.36,61.4,212,252.7,7.43,136,1000,933,AWD,7,Truck,55.5,2510,5,3,US,Luxury,466326,4.26,5
Kia,Picanto EV,2024,Base,71842.96,77,291,90.9,5.22,170,802,770,RWD,5,Van,64.9,1500,4,2,South Korea,Premium,123890,3.66,3
BMW,i5,2024,Long Range,117382.51,96.5,334,145,5.1,180,1000,892,FWD,5,Coupe,25,1713,4,2,Germany,Luxury,33138,3.49,7
Tesla,Model S,2024,Base,29639.14,52.4,164,300.9,5.41,171,157,200,AWD,7,SUV,51.3,2004,4,2,US,Budget,195341,3.41,4
Tesla,Cybertruck,2025,Premium,81977.77,68.4,192,348.5,6.51,155,587,518,RWD,7,Truck,69,2412,5,2,US,Premium,146854,3.53,5
Tesla,Model S,2025,Performance,94641.12,111.8,362,284.2,3.02,200,630,538,RWD,7,SUV,65.9,2014,4,3,US,Premium,235320,4.03,6
BMW,i3,2023,Long Range,113237.82,108.8,398,144.2,5.14,174,986,880,AWD,5,Hatchback,33.9,1537,4,1,Germany,Luxury,31347,3.49,7
Tesla,Model Y,2021,Standard,116565.3,80.7,282,329.9,7.85,136,823,688,RWD,5,Sedan,34.7,1669,5,2,US,Luxury,458264,3.95,6
NIO,EC6,2025,Standard,73079.97,50.5,174,50.9,6.59,143,606,548,RWD,7,Coupe,25.4,1732,4,1,China,Premium,11643,3.03,4
Tesla,Model S,2025,Base,106992.78,50.9,162,212.5,6.34,152,809,752,FWD,5,Coupe,19.8,1727,5,3,US,Luxury,178229,3.58,5
GM/Chevrolet,Bolt EUV,2025,Long Range,51965.01,75.8,297,72.8,5.09,177,565,508,AWD,5,Coupe,21.8,1582,5,2,US,Mid-range,28326,3.65,5
Mercedes,EQC,2025,Long Range,136371.95,98.8,323,56.3,4.77,180,834,747,AWD,7,Coupe,26.2,1500,4,1,Germany,Luxury,34019,4.25,6
Ford,Explorer EV,2025,Base,45556.75,57.9,221,91.5,6.36,153,387,360,AWD,5,Coupe,40,1500,5,1,US,Mid-range,46977,3.32,5
Ford,E-Transit,2020,Standard,62155.3,60.7,186,139,6.68,161,665,623,AWD,5,Van,70.6,1500,5,1,US,Mid-range,60595,3.4,4
Tesla,Model Y,2024,Performance,162214.08,80.6,269,202.5,2.82,200,1000,892,AWD,7,Hatchback,32.2,1852,5,2,US,Luxury,443580,3.84,6
Audi,Q4 e-tron,2023,Base,76292.22,51.4,180,50.9,5.28,174,435,384,RWD,7,Truck,77.7,2642,5,2,Germany,Premium,57167,3.32,8
Volkswagen,ID. Buzz,2024,Performance,60928.37,119.9,406,157.6,3.7,200,633,585,AWD,7,Truck,58.9,2556,5,1,Germany,Mid-range,257710,3.56,3
BMW,i3,2021,Premium,119496.22,73.8,254,88.4,7.75,133,1000,915,AWD,5,Van,73.9,1533,5,1,Germany,Luxury,47944,3.44,6
Tesla,Cybertruck,2026,Standard,80796.91,64.6,239,287.6,6.99,148,622,531,RWD,7,Truck,60.2,2600,4,2,US,Premium,212130,3.66,4
Tesla,Model Y,2021,Base,59816.02,58.9,204,321.1,5.9,157,431,386,AWD,5,Van,63,1500,4,3,US,Mid-range,446207,3.67,6
Tesla,Model X,2024,Base,99143.24,56.5,200,325.2,6.99,142,685,610,RWD,5,Coupe,26.4,1638,3,2,US,Premium,177987,3.6,6
Mercedes,EQS,2023,Base,129584.74,64.2,260,81.2,7.72,126,788,737,FWD,7,Hatchback,30.6,1739,5,1,Germany,Luxury,24901,3.81,6
Lucid,Air,2026,Base,137880.08,41.3,150,291,7.96,127,488,458,FWD,7,Truck,53.2,2482,5,1,US,Luxury,21377,3.21,5
BYD,Seagull,2025,Long Range,57737.75,106.1,383,148.9,4.23,189,660,579,AWD,5,Coupe,34.2,1878,4,2,China,Mid-range,108943,4.12,4
Tesla,Model Y,2023,Base,112472.41,74.3,238,263.8,7.32,142,800,741,FWD,5,Van,63.4,1500,5,3,US,Luxury,485203,3.66,4
Ford,E-Transit,2025,Long Range,54602.2,96,344,102.3,4.45,181,560,508,AWD,5,Van,61.8,1886,3,1,US,Mid-range,50891,3.53,4
BMW,iX,2021,Long Range,86702.14,97.3,331,69.1,5.02,176,662,609,RWD,5,SUV,63.9,2095,3,2,Germany,Premium,40089,3.69,7
Lucid,Air,2024,Premium,269775.2,76.3,276,262.4,5.11,163,1000,928,AWD,7,Hatchback,16.6,1560,4,1,US,Luxury,4056,3.28,4
BMW,i7,2026,Premium,125637.29,67.5,240,56,7.12,151,1000,870,RWD,5,Hatchback,28.2,1713,5,2,Germany,Luxury,47587,3.56,7
Tesla,Model 3,2024,Premium,111275.22,82.9,291,207.4,5.18,171,794,685,AWD,5,SUV,62.4,1551,5,2,US,Luxury,172863,3.88,5
BMW,i4,2025,Base,84529.75,77.3,276,118.7,5.17,176,611,549,AWD,5,Hatchback,32.4,1644,4,2,Germany,Premium,25679,3.71,7
Tesla,Model S,2025,Base,97308.1,56.4,188,210,7.16,153,714,652,FWD,7,SUV,41.8,2139,4,2,US,Premium,239872,3.7,5
Tesla,Model X,2025,Premium,35653.98,52,162,274.8,6.58,146,182,200,FWD,5,Truck,60,2311,4,2,US,Mid-range,228295,3.58,4
Mercedes,GLE EV,2026,Performance,104553.67,111.7,412,187.5,3.3,192,554,463,FWD,5,Hatchback,25.3,1664,4,1,Germany,Luxury,68955,4.39,7
GM/Chevrolet,Equinox EV,2023,Long Range,65559.4,97.3,331,105,5.02,177,844,702,FWD,5,SUV,45.3,1966,4,1,US,Premium,6658,3.7,4
GM/Chevrolet,Equinox EV,2025,Base,64750.83,60.4,230,72.2,7.58,137,899,829,AWD,7,SUV,45.9,2008,4,2,US,Mid-range,23069,3.62,5
Volkswagen,ID.3,2023,Standard,32332.16,53.1,184,146.1,5.64,170,169,200,RWD,5,Hatchback,22.5,1596,5,1,Germany,Budget,283336,3.52,3
Volkswagen,ID. Buzz,2023,Performance,114648.63,104.8,352,221.6,3.92,197,1000,934,RWD,7,SUV,35.7,2254,4,1,Germany,Luxury,297615,3.66,4
Porsche,Taycan,2025,Premium,111303.96,67.1,242,317.9,7.4,145,387,369,RWD,7,Van,79,1500,5,1,Germany,Luxury,5234,3.75,6
Tesla,Model Y,2021,Premium,60365.37,70.3,225,248,5.77,155,390,337,AWD,7,Sedan,17.4,1624,5,2,US,Mid-range,438670,3.68,4
Mercedes,EQE,2025,Premium,198768.13,55.6,194,83.6,5.28,170,1000,936,RWD,5,SUV,66.5,2382,5,1,Germany,Luxury,77200,3.68,6
Volkswagen,ID. Buzz,2025,Premium,116578.08,55.4,182,112.5,7.11,147,1000,920,RWD,5,Van,61.6,1580,3,2,Germany,Luxury,202014,3.21,3
GM/Chevrolet,Bolt EV,2022,Base,44453.56,69.7,242,54.4,7.29,145,498,426,FWD,5,Van,78,1500,5,1,US,Mid-range,19383,3.42,4
Audi,Q6 e-tron,2024,Base,51267.23,71.4,241,63.6,6,155,194,200,RWD,7,Sedan,32.4,1704,4,1,Germany,Mid-range,64472,3.5,6
Audi,e-tron,2025,Standard,77807.96,46.7,186,100.6,7.48,131,428,409,FWD,5,Van,70.1,1701,5,2,Germany,Premium,67104,3.14,5
Audi,Q4 e-tron,2025,Standard,119850.54,74.4,257,54.1,6.24,160,936,892,RWD,5,Sedan,28.1,1635,5,2,Germany,Luxury,48973,3.68,6
BMW,i3,2023,Performance,111495.73,82.7,283,247,4.09,188,953,813,RWD,5,Coupe,24.4,1636,4,1,Germany,Luxury,41408,3.72,6
BMW,iX,2024,Performance,134617.67,90.5,308,215.3,4.15,190,1000,928,AWD,5,Coupe,32.5,1939,5,2,Germany,Luxury,68965,3.76,7
GM/Chevrolet,Bolt EV,2024,Long Range,55216.4,81.9,299,82.8,5.75,153,668,609,RWD,5,Coupe,28.5,1500,5,1,US,Mid-range,805,3.76,3
Tesla,Model S,2023,Premium,163320.61,72.8,240,346.7,6.75,147,1000,870,AWD,7,Hatchback,38.9,1689,4,2,US,Luxury,220716,3.73,5
GM/Chevrolet,Bolt EUV,2026,Premium,52994.74,63.4,206,127.9,7.67,130,679,612,AWD,5,Truck,64.7,2568,5,1,US,Mid-range,5490,3.27,3
Audi,e-tron,2024,Standard,111572.71,71.6,265,61,7.14,144,835,749,FWD,5,Hatchback,26.3,1707,5,1,Germany,Luxury,58813,3.28,8
Tesla,Model X,2024,Performance,79743.44,90.1,322,230.5,4.29,182,533,444,RWD,5,SUV,40.6,2108,5,3,US,Premium,136484,3.83,6
Tesla,Model X,2022,Premium,78153.08,79.8,277,278.1,7.96,130,554,483,AWD,5,Hatchback,37.4,1500,4,2,US,Premium,114033,3.63,4
Mercedes,GLE EV,2022,Premium,93751.44,73.4,267,92.8,5.52,166,505,508,AWD,7,Van,62.1,1800,5,1,Germany,Premium,32471,3.81,8
Hyundai,Kona Electric,2026,Standard,68247.96,73.1,240,121.2,6.35,151,876,791,FWD,5,Hatchback,25.8,1607,5,1,South Korea,Premium,75804,3.31,3
Mercedes,EQC,2026,Performance,185592.86,107.8,359,201.1,4.37,192,1000,953,FWD,7,Coupe,26.6,1500,4,1,Germany,Luxury,51560,3.97,7
Volkswagen,ID. Aero,2024,Base,52450.92,70.3,257,112.6,7.73,135,452,424,AWD,5,SUV,47.3,2163,5,1,Germany,Mid-range,231690,3.59,4
Kia,Picanto EV,2024,Base,34300.06,68.3,242,105.5,5.23,165,188,200,FWD,5,Van,69.6,1642,4,2,South Korea,Budget,143619,3.26,4
Tesla,Model 3,2025,Premium,130541.56,71.2,238,296,6.85,152,1000,867,AWD,7,Hatchback,20.3,1630,4,2,US,Luxury,190536,3.76,5
Volkswagen,ID.4,2026,Base,49575.71,47.3,158,104.7,7.32,141,438,401,AWD,5,Sedan,37.1,1759,4,1,Germany,Mid-range,295672,3.23,5
BYD,Leaf 50X,2025,Premium,96175.42,50.5,159,144.6,5.51,164,1000,925,AWD,7,Hatchback,37,1619,3,1,China,Premium,232340,3.27,5
BMW,i7,2025,Performance,162797.03,103.1,369,248.9,4.14,193,1000,910,RWD,5,Van,66.9,1847,5,2,Germany,Luxury,27119,3.48,6
Tesla,Model 3,2024,Performance,99778.09,102.4,352,231.4,2.58,200,751,684,AWD,5,Truck,53.4,2409,4,2,US,Premium,186712,4.18,5
Fisker,Ocean,2025,Long Range,66660.45,93.7,290,139.7,4.14,186,523,477,RWD,7,Coupe,25.3,1773,5,1,US,Premium,12789,3.33,4
Volkswagen,ID.4,2023,Premium,78484.96,48.2,168,65.9,6.73,144,867,845,AWD,5,Sedan,22.4,1560,4,1,Germany,Premium,208905,3.41,4
Tesla,Model X,2022,Performance,117706.38,71.4,249,304.3,4.12,189,885,771,RWD,5,Truck,67.6,2497,5,2,US,Luxury,160982,3.75,4
Tesla,Cybertruck,2024,Performance,106068.73,114.9,357,318.1,3.04,200,766,686,RWD,7,Truck,52.7,2604,3,2,US,Luxury,156874,4.08,5
Hyundai,i30,2025,Long Range,70681.91,86.7,309,50,4.66,176,861,735,FWD,7,SUV,54.6,2251,4,2,South Korea,Premium,50014,3.59,4
BYD,Atto 3,2024,Long Range,41904.83,88.3,325,60.2,5.33,168,435,398,RWD,5,Truck,63.7,2686,3,1,China,Mid-range,239018,3.7,3
Mercedes,EQS,2025,Performance,94342.22,95.8,324,184.3,3.79,192,446,356,AWD,5,SUV,38.2,1893,4,1,Germany,Premium,56423,3.88,7
Volkswagen,ID. Aero,2024,Premium,40586.73,45,173,82.3,6.42,159,335,274,RWD,7,Coupe,32.4,1615,4,1,Germany,Mid-range,268842,3.31,4
GM/Chevrolet,Bolt EUV,2023,Performance,73854.22,104.5,365,221.3,3.22,200,999,887,AWD,5,Coupe,20.4,2090,4,1,US,Premium,27191,3.61,3
Tesla,Model X,2022,Base,43328.14,65.3,226,244.2,7.71,134,305,255,RWD,5,Van,63.8,1526,3,2,US,Mid-range,148395,3.64,6
Tesla,Model X,2025,Long Range,100199.56,90.8,321,252.4,5.42,171,669,631,RWD,7,Hatchback,36.6,1849,4,3,US,Luxury,197625,3.78,5
Tesla,Model Y,2025,Performance,135068.35,116.4,393,277.5,3.52,193,1000,870,AWD,7,Sedan,19.2,1500,5,3,US,Luxury,419874,4.32,6
GM/Chevrolet,Silverado EV,2026,Standard,64854.51,76,264,124.2,5.66,158,863,753,RWD,7,Van,66.6,1781,4,2,US,Mid-range,16372,3.34,5
BMW,i4,2022,Performance,102335.06,106.5,365,241.1,2.73,200,873,817,AWD,7,Hatchback,31.3,1526,5,1,Germany,Luxury,57345,3.89,5
Hyundai,Kona Electric,2026,Premium,78808.06,83.8,310,141.6,5.71,163,989,868,AWD,7,Truck,78.4,2368,4,2,South Korea,Premium,79142,3.33,3
Mercedes,EQC,2026,Premium,89766.7,44.8,150,131.6,7.04,131,402,345,AWD,5,Sedan,33.2,1697,4,1,Germany,Premium,44745,3.43,7
Mercedes,EQE,2023,Performance,91688.58,90.5,311,240.9,4.23,192,427,373,RWD,5,Van,78.1,1713,5,2,Germany,Premium,45385,4.06,5
Tesla,Model Y,2025,Standard,28188.64,40.3,150,268.7,6.76,141,157,200,AWD,7,SUV,48.1,1677,3,2,US,Budget,412935,3.53,4
BYD,Yuan Plus,2025,Standard,32633.03,80,279,131.7,6.72,144,320,282,RWD,5,Truck,53.4,2335,5,1,China,Budget,106393,3.6,5
Tesla,Model S,2025,Performance,61791.69,82,283,322.8,3.07,200,416,357,AWD,5,Sedan,16.6,1663,5,2,US,Mid-range,214239,3.64,6
Hyundai,Ioniq 5,2025,Performance,97448.38,102,335,186.2,4.32,187,1000,874,RWD,5,Coupe,15.7,1500,3,1,South Korea,Premium,81695,3.65,3
Tesla,Model Y,2025,Premium,56042.12,66.9,222,343.9,6.66,139,381,308,AWD,5,Coupe,24,1801,4,3,US,Mid-range,439817,3.53,4
Tesla,Model Y,2025,Base,102064.68,49.3,183,218.6,5.76,163,752,628,FWD,5,SUV,46.7,1950,5,2,US,Luxury,469259,3.73,4
Volkswagen,ID. Aero,2024,Performance,92355.03,70.8,243,217.8,3.65,193,1000,926,RWD,5,Truck,54,2436,4,1,Germany,Premium,216375,3.43,5
Rivian,R3,2025,Long Range,105185.41,109.2,352,76.3,4.17,187,1000,900,FWD,5,Hatchback,25.5,1527,4,1,US,Luxury,20140,3.46,5
BYD,Max,2023,Base,20788.8,46.9,161,93.6,6.51,150,150,200,RWD,5,Van,79.4,1923,4,1,China,Budget,208014,3.15,4
Hyundai,Ioniq 6,2024,Performance,97949.17,88.6,324,170.9,2.96,200,1000,850,AWD,5,Hatchback,19.7,1500,5,1,South Korea,Premium,105426,3.83,4
Tesla,Cybertruck,2024,Premium,112719.54,67.5,240,242.8,5.41,170,810,732,AWD,5,Truck,56.2,2564,5,2,US,Luxury,138409,3.94,5
Tesla,Model X,2025,Premium,155604.37,46.7,150,305.4,5.06,177,1000,909,AWD,7,Van,78.1,1625,4,2,US,Luxury,240825,3.17,6
Porsche,Macan Electric,2023,Standard,107490.34,61.7,224,251.6,6.15,161,337,320,AWD,5,SUV,39.7,1666,4,2,Germany,Luxury,2249,3.5,8
Tesla,Cybertruck,2024,Base,112537.97,73.4,256,247.7,7.93,125,851,715,FWD,5,Truck,69.8,2742,4,3,US,Luxury,200169,3.59,5
BMW,i4,2025,Premium,134002.07,78.3,245,120.2,7.71,132,1000,918,AWD,7,Coupe,16,1795,5,1,Germany,Luxury,54751,3.42,8
Mercedes,EQE,2025,Base,125283.58,75.6,264,123.7,7.57,138,747,634,FWD,7,Truck,74.4,2720,4,1,Germany,Luxury,50741,4.19,7
Hyundai,Ioniq,2021,Performance,54289.29,101.8,323,214.9,3.67,196,603,568,FWD,7,Hatchback,17.8,1707,4,1,South Korea,Mid-range,110889,3.69,4
Hyundai,Ioniq,2023,Performance,69817.04,113.2,415,171.3,3.01,198,899,830,AWD,5,Van,62,1643,5,1,South Korea,Premium,127527,3.55,4
BMW,i4,2024,Base,47596.94,81.1,287,123,7.53,135,169,200,FWD,7,Sedan,15.4,1577,5,1,Germany,Mid-range,22877,3.56,7
Tesla,Model Y,2024,Long Range,50416.8,92.4,336,349.4,5.31,170,355,348,RWD,5,Sedan,24.1,1587,4,2,US,Mid-range,444988,3.8,5
Tesla,Model 3,2025,Premium,127858.88,71.8,285,260.5,7.39,142,928,848,FWD,5,SUV,61.8,2152,5,2,US,Luxury,125874,3.89,4
BYD,Dolphin,2026,Base,27881.47,60.3,202,109.7,5.27,169,272,248,RWD,5,Van,68.9,1867,4,1,China,Budget,131662,3.35,5
Tesla,Cybertruck,2025,Standard,114028.98,65.3,249,327.3,7.5,137,815,721,AWD,7,Truck,60.4,2681,5,2,US,Luxury,169238,3.54,4
BMW,i7,2021,Base,76431.36,47,150,90.1,6.06,160,524,510,RWD,7,Sedan,34.1,1776,4,2,Germany,Premium,30267,3.08,5
Fisker,Ocean,2025,Standard,47756.59,60.7,225,136.4,6.02,158,298,265,AWD,7,Sedan,16.1,1812,4,1,US,Mid-range,6983,3.23,3
Tesla,Model S,2023,Long Range,122960.47,98.5,350,323,4.9,178,897,749,FWD,5,SUV,55.8,2239,4,2,US,Luxury,114585,4.09,4
BMW,i5,2024,Standard,91502.74,75.2,250,75.7,5.77,161,650,613,RWD,7,Coupe,32.6,1500,5,1,Germany,Premium,64217,3.55,6
Volkswagen,ID. Buzz,2026,Base,77633.04,74,273,79.5,5.33,165,818,753,AWD,5,Truck,55.8,2544,5,2,Germany,Premium,203039,3.53,5
Mercedes,EQG,2022,Long Range,74524.3,84.1,298,141.9,4.89,180,277,271,AWD,5,Hatchback,23.3,1690,5,2,Germany,Premium,75343,3.85,7
Tesla,Model X,2026,Base,27570.57,44.6,153,215,7.41,137,161,200,AWD,5,Coupe,36.9,1682,5,2,US,Budget,203167,3.2,5
GM/Chevrolet,Silverado EV,2023,Performance,42948.13,93.8,328,156.4,2.96,200,422,385,AWD,5,Sedan,31.4,1903,4,2,US,Mid-range,14040,3.76,4
Mercedes,GLE EV,2022,Long Range,100017.14,108.6,382,123.5,5.74,157,539,494,FWD,5,Hatchback,33.8,1500,5,2,Germany,Luxury,39100,3.99,8
BMW,i7,2026,Performance,96474.96,76.8,250,236,3.59,200,757,661,AWD,7,Van,70.6,1639,5,1,Germany,Premium,54809,3.45,7
Hyundai,i30,2025,Standard,33127.96,41.6,164,118.9,7.91,129,245,205,AWD,5,SUV,62.9,2024,5,2,South Korea,Budget,138439,3.06,5
Kia,Niro EV,2025,Premium,52664.7,45,151,107.3,7.64,133,568,443,AWD,5,SUV,49.3,1711,5,2,South Korea,Mid-range,62015,3.3,3
Mercedes,EQC,2022,Long Range,117361.83,91.3,335,136,5.26,158,673,601,AWD,7,SUV,68.4,1923,4,1,Germany,Luxury,75929,3.88,5
Kia,Picanto EV,2024,Premium,91917.06,68.9,237,140.8,6.23,166,1000,904,FWD,5,Van,79.4,1684,4,1,South Korea,Premium,124978,3.57,5
Tesla,Model 3,2023,Standard,128698.36,60.8,240,203,6.56,154,923,819,RWD,5,Truck,73.7,2335,5,2,US,Luxury,132614,3.6,5
Rivian,R2,2025,Premium,100224.89,43.2,157,106.2,6.8,137,1000,909,RWD,5,Sedan,33.5,1592,4,1,US,Luxury,10726,3,6
BMW,i4,2025,Base,66795.11,65,246,73.4,5.68,171,358,333,RWD,7,Coupe,33,1861,5,1,Germany,Premium,50876,3.34,6
BMW,i3,2025,Long Range,102396.37,96.6,340,102,4.37,184,852,737,FWD,5,Hatchback,18.7,1822,5,2,Germany,Luxury,35285,3.65,5
BYD,Seagull,2025,Long Range,53276.57,102.1,367,72.6,4.72,177,518,453,RWD,5,Coupe,36.5,1807,4,1,China,Mid-range,242908,4.26,3
BMW,i5,2025,Base,102104.07,55.1,174,128.9,5.42,165,817,704,FWD,5,SUV,58.4,2165,3,2,Germany,Luxury,30235,3.27,6
BMW,i5,2024,Performance,131247.26,113.3,405,155.8,2.74,200,1000,891,AWD,5,Truck,65.4,2302,4,2,Germany,Luxury,65041,3.91,8
Tesla,Model S,2025,Premium,84149.31,75.3,252,335.6,7.31,143,552,524,RWD,5,Sedan,36.5,1606,4,3,US,Premium,224851,3.64,6
BMW,iX,2025,Standard,71216.91,62.4,239,72.7,5.38,171,396,355,FWD,5,Van,74.4,1623,4,1,Germany,Premium,70121,3.47,7
Honda,e,2022,Premium,60662.04,67.2,242,144.9,6.09,154,943,887,AWD,5,SUV,36.4,1943,4,2,Japan,Mid-range,10748,3.54,3
Tesla,Model X,2024,Premium,46217.92,55.9,205,259.6,6.69,151,293,270,AWD,7,Truck,68.2,2198,4,2,US,Mid-range,108494,3.65,5
Volkswagen,ID. Buzz,2025,Standard,87726.28,40.6,161,79.3,6.58,133,1000,936,AWD,7,Van,76.4,1646,5,1,Germany,Premium,253183,3.49,3
Mercedes,EQE,2024,Premium,146623.72,69.1,262,117.9,5.33,176,935,806,AWD,7,Coupe,16.8,1586,4,2,Germany,Luxury,43244,3.61,7
Ford,Mustang Mach-E,2022,Base,64696.27,51.7,165,60.6,6.94,144,704,642,RWD,5,Van,67.4,1771,4,1,US,Mid-range,37967,3.06,4
Kia,Picanto EV,2024,Base,26810.33,75.6,247,71.5,5.79,166,174,223,AWD,7,SUV,48.7,2204,5,1,South Korea,Budget,138862,3.48,5
Audi,Q6 e-tron,2025,Performance,99175.33,93.3,334,217,3.73,185,706,646,FWD,5,Coupe,31.9,1897,5,2,Germany,Premium,77677,3.68,6
Volkswagen,ID. Aero,2025,Standard,87997.46,42.5,150,88.7,7.75,129,1000,893,FWD,7,SUV,63.2,1931,4,2,Germany,Premium,228031,3.16,4
BMW,i3,2025,Long Range,66806.73,104.8,353,86.3,5,170,376,398,RWD,5,Coupe,25.6,1736,4,1,Germany,Premium,37357,3.74,7
Ford,F-150 Lightning,2024,Standard,38587,78,278,149.3,6.77,145,282,248,FWD,2,Truck,77.3,2728,5,2,US,Mid-range,66132,3.55,5
Ford,F-150 Lightning,2026,Premium,73146.64,40.1,150,143.8,6.78,157,837,763,AWD,2,Truck,68.6,2484,5,2,US,Premium,26454,3.22,4
